Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,P_el_c_ref [W],P_th_c_ref [W],p1_P_th,p2_P_th,p3_P_th,p4_P_th,p5_P_th,p6_P_th,p1_P_el_h,p2_P_el_h,p3_P_el_h,p4_P_el_h,p5_P_el_h,p6_P_el_h,p1_COP,p2_COP,p3_COP,p4_COP,p5_COP,p6_COP,MAPE_P_el_h,MAPE_COP,MAPE_P_th,p1_Pdc,p2_Pdc,p3_Pdc,p4_Pdc,p5_Pdc,p6_Pdc,p1_P_el_c,p2_P_el_c,p3_P_el_c,p4_P_el_c,p5_P_el_c,p6_P_el_c,p1_EER,p2_EER,p3_EER,p4_EER,p5_EER,p6_EER,MAPE_P_el_cooling,MAPE_EER,MAPE_Pdc
Kaukora,Star-24,2020-12-17,Brine/Water,Regulated,2.0,R407c,4.0,47.0,,7,average,6789,22200,3.27,,,-11.238796048690109,-473.5067252391226,-11.238627923648629,529.5558889885739,-22.56995772669024,-11.238720028880792,0.7988524960541671,-8.065176761236449,3.174180279296762,-10.130752313196677,10.976900619786043,3.1665068194061887,20.12688872391097,-304.33806060455794,20.126874935502343,226.1007910202132,25.388175993840207,20.12688053004822,21.918452397891706,2.7065419966543733,22.253915474467675,,,,,,,,,,,,,,,,,,,,,
Kaukora,Star-30,2020-12-17,Brine/Water,Regulated,2.0,R407c,4.0,47.0,,7,average,9365,29500,3.15,,,-2.4859094341372483,-138.1451189056146,-28.29669856102806,193.21080412375667,-22.05813131488576,-2.4859068844444776,1.9092840971035048,160.82668852946054,1.9092753610551128,-176.68247089981836,10.010805729976346,1.909254126018581,28.44473013816712,-36.55549702921199,15.61569269532583,-52.97477463371326,30.752275418381643,22.030221521971978,22.03772595788256,2.818694618417142,22.210256059686373,,,,,,,,,,,,,,,,,,,,,
Kaukora,Star-40,2020-12-17,Brine/Water,Regulated,2.0,R407c,3.4,47.0,,7,average,11471,38200,3.33,,,-11.018526680784928,246.0972137256946,-11.018496391547917,-191.34362322553488,-21.94678137532754,-11.018480461279708,0.378021612505068,-499.6247111401555,0.3779365038392575,490.7719261719492,6.865107701283997,1.0928343128977556,27.58931099390088,-30.10556357481695,27.589312041320127,-56.34712044651391,29.82202561800573,8.747066235911653,22.172669359378467,2.683045046352837,22.26180499892929,,,,,,,,,,,,,,,,,,,,,
Kaukora,Star-6,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.5,43.0,,7,average,1509,4800,3.18,,,6.286454306427037,-456.1603591420713,6.286532945897528,428.95801545887775,10.244457997069114,6.286462060124824,-0.2865310073356586,171.80987996941718,-0.2865302898920293,-173.21218303214198,1.243309230884141,1.484593198036643,32.41914177359858,-384.0518464379113,32.419156070204416,240.03590844876933,54.56422526014364,32.419103497970205,2.4926872492047982,4.287547573963935,1.791090642400141,,,,,,,,,,,,,,,,,,,,,
Kaukora,Star-6 RST inverter,2020-12-17,Brine/Water and Water/Water,Regulated,,R407c,1.16,42.0,,7,average,1634,5000,3.06,,,192.84166893110145,-170.28109951498033,-185.63613696936923,55.67142960506583,51.24622149871393,57.40796043923367,213.03435903474963,-206.7160803888465,-190.295518845761,39.40431465337248,75.59135286444209,70.14309854191022,-232.7593147589751,-466.48825632982,1032.1321189246528,75.36066819131207,159.77621643363895,-556.563696412286,16.633843738654885,5.726442409746079,13.765029966080723,,,,,,,,,,,,,,,,,,,,,
Kaukora,Star-60,2020-12-17,Brine/Water,Regulated,2.0,R407c,3.4,47.0,,7,average,17287,54800,3.17,,,-11.624057547142892,-139.80555665205657,-11.624057661861158,198.11136966123763,-23.651698907433044,-11.62405754714289,-0.0648930079366222,-508.7707674872671,-0.0648732927069155,503.7217330484814,5.1091510119889545,-0.0648361754514393,22.792998802318955,-621.8321135438881,22.79298957552133,526.6633204814761,33.89677412956186,22.79303176631985,21.955119499488937,2.4203741410692423,22.269467245203835,,,,,,,,,,,,,,,,,,,,,
Kaukora,Star-8,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.8,45.0,,7,average,1890,6200,3.28,,,4.485393307251952,346.6854386812454,4.48371783603723,-364.8751614019822,6.4903905850692105,4.48452542034436,-0.0478582690750881,252.2759239624366,-0.0478148612086537,-251.924219581218,0.5432912032326082,-0.0881843370868203,39.468653730558266,-273.07191970380194,10.563032448467329,142.66537393614394,48.68144674741381,39.468667654122285,2.394547868998804,4.009892581752393,1.6632169331732265,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HM051M U43,2018-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.4,,60.0,30,average,2767,4870,1.76,,,-3555.111846151417,4096.318140416989,2478.6911522178166,-1663.3164271053706,-1069.452244098143,-306.06170708957904,-1952.354208222659,2219.977603406905,1396.6232030133235,-952.3391084823636,-555.8843945693118,-166.22437566883602,20889.328946690555,-22114.449754601934,-16733.532966675102,8756.90867735309,5861.207021856697,3454.255675655917,4.502398325270692,1.656309467662703,0.7457050948686381,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HM071M U43,2018-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.4,,60.0,30,average,2767,4870,1.76,,,-3302.01168112344,3829.665390383416,2276.07123687022,-1553.7603392240087,-1000.669139696296,-266.870155703949,-1959.488339234896,2235.3088212508987,1394.436783103539,-956.298016025968,-561.0315806352403,-163.16943757171111,22828.943070243524,-24211.954829388,-18237.43784994656,9619.348516458414,6404.263726640444,3720.457949416351,3.66123941933155,1.176581025786099,1.0567880173207291,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HM091M U43,2018-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.4,,60.0,30,average,2767,4870,1.76,,,-2619.713076233739,3117.1514577363746,1719.7188811718838,-1255.6956897057698,-818.6264959673667,-157.0267989401202,-1933.961693414644,2219.3791062934406,1362.2496494773752,-945.6398743788956,-558.8300293419637,-153.35643184815405,31961.450574538325,-33947.62305835535,-25476.503937149464,13617.71727465313,8926.991078150411,5087.488911032096,3.3300545149108265,1.3349943087852711,0.9903490990545484,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HM091MRS U33,2019-11-15,Outdoor Air/Water,Regulated,1.0,R32,2.1,0.0,57.0,60,average,3540,7080,2.0,,,827.606841928678,-769.1954602266939,-769.6478303046832,317.3714025845928,198.2214095923837,200.08570173640013,122.0353312247396,-30.693570334036224,-200.7362402870338,-22.05511498042956,24.4031903245785,107.53499604414796,2626.259264499791,-2691.8931676878515,-2197.154556738279,769.3947817445483,832.5174666315081,683.4794252685138,3.227720884679102,0.919052384598805,1.2252535723450408,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HM121M U33,2018-04-04,Outdoor Air/Water,Regulated,1.0,R32,2.4,,63.0,60,average,5492,10600,1.93,,,749.4139827654204,-592.4937893628104,-824.1694099400959,235.0868693453165,158.1064181460943,277.24421298498333,-268.71845589093914,361.6902879467037,130.65938998755536,-199.459493916918,-69.36372729889,43.70447026566129,3996.083364248084,-3960.8347862168416,-3504.8698715948885,1310.9618624398445,1152.824705952099,1033.9861106970875,3.4355078252906783,1.2821940416545463,1.3198653658095352,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HM141M U33,2018-04-04,Outdoor Air/Water,Regulated,1.0,R32,2.4,,63.0,60,average,5492,10600,1.93,,,1081.1463453452257,-948.7367398810312,-1082.4850897063782,380.5249981378107,250.47201449640605,324.0684434986475,-148.3199605171807,240.2447504746333,28.36171835572684,-146.8369231169803,-39.25709707593278,64.9251591689586,3996.083364248084,-3960.8347862168416,-3504.8698715948885,1310.9618624398445,1152.824705952099,1033.9861106970875,3.5304397524150293,1.2821940416545463,1.5099970407467125,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HM161M U33,2018-04-04,Outdoor Air/Water,Regulated,1.0,R32,2.4,,63.0,60,average,5492,10600,1.93,,,1598.6462966553142,-1494.2234615512575,-1498.4358901642966,605.7503332175787,391.0703832506382,404.8209566296286,16.748494794084323,72.445266636393,-111.0056205828915,-75.03210381705709,2.8424767840146905,93.92520154306952,3996.083364248084,-3960.8347862168416,-3504.8698715948885,1310.9618624398445,1152.824705952099,1033.9861106970875,3.225767343714038,1.2821940416545463,1.18795959000491,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU051 U43 / HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,1.8,,,9,average,2415,4950,2.05,,,853.8697040718403,-773.4860176115283,-819.7256029466464,304.1265230467493,206.2592525124089,233.38917082294105,-454.3706833905296,560.0195848131403,281.6434483838313,-271.9755231991769,-125.28237674422353,7.684371446507054,28410.05653781986,-29878.895658381465,-22973.40974829772,11917.623943429287,7884.850058620934,4790.472437527261,5.230417335374516,0.6296888032673766,4.703835595511759,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU051MR U44 / HN0916T NB1,2020-09-04,Outdoor Air/Water,Regulated,1.0,R32,1.5,43.0,60.0,30,average,2513,4900,1.95,,,-2017.579587747713,2406.1509404953204,1320.2025747336668,-975.5528191436522,-628.9255015177758,-115.13550846320516,-748.3347198889993,941.4354859835923,436.2019708597877,-408.616698212062,-232.6420194066688,7.629421304833852,13910.31782445303,-14917.346009031316,-10907.964312606928,5701.5095304779625,4038.1843694636086,2256.4116329047188,2.138412490238812,2.744427444701838,2.996328775391276,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,"HU051MR U44, HN0916M NK4",2019-03-05,Outdoor Air/Water,Regulated,1.0,R32,1.5,44.0,60.0,20,average,2585,5300,2.05,,,-3108.2830511209386,3566.0171892761123,2184.5032726438462,-1455.1788513021054,-927.474117984411,-276.059059826233,-1078.4370674100371,1296.2837806171913,694.3293040619237,-554.7230620016617,-324.3772651440414,-39.095330637376016,19273.21682057936,-20511.43061687552,-15310.706697818929,7979.562577502692,5497.171397907988,3179.665836740456,1.5582532851851505,1.3919138628502692,1.8328289719041069,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU071 U43 / HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,1.8,44.0,65.0,9,average,2439,5000,2.05,,,375.0323291741409,-242.36248757207656,-460.82248751975794,87.89145033597296,67.34141136025758,174.98119443226517,-294.4029686746456,445.02230051218174,95.22657288616914,-206.4960859272229,-103.93807266808906,62.8453354158143,31775.47807494768,-33617.61116890799,-25475.903781775407,13397.085626271552,8878.837614607928,5210.689312655006,6.207696620719106,0.8410425577518974,5.685665640993813,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU071MR U44 / HN0916T NB1,2020-09-04,Outdoor Air/Water,Regulated,1.0,R32,1.5,43.0,61.0,30,average,2513,4900,1.95,,,-1816.2974051566448,2175.941217237099,1179.3272191910785,-886.1162941861639,-567.2593482414311,-95.22545312326442,-652.1745598726073,835.9978481846867,363.80711015012207,-366.4428542813358,-204.9378800215527,19.970587639866785,8212.579491960767,-8865.023224834238,-6367.420621818091,3233.256906397151,2462.533373933349,1376.4359945726392,2.0959440696492617,1.676442840261087,2.36077142447136,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,"HU071MR U44, HN0916M NK4",2019-03-05,Outdoor Air/Water,Regulated,1.0,R32,1.5,44.0,60.0,20,average,2585,5300,2.05,,,-2493.3365709074324,2908.9224592670284,1700.13590318325,-1185.8304251962572,-757.2374386382766,-185.9355795312611,-847.2671929877871,1057.9369686264145,502.729347947866,-453.8095209016082,-264.0700428748097,-0.3967339931830194,16835.4333291105,-17970.197532509275,-13313.008830929126,6929.951953059554,4841.146422076905,2772.297810350817,1.5858644588229729,0.546402514182056,1.4468390567451368,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU091 U43 / HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,1.8,44.0,65.0,9,average,2439,5000,2.05,,,-517.734506121795,729.9620494749524,226.68573891919024,-304.7655800446581,-188.0701816578564,51.52979202135452,-257.7690734754825,465.390758619075,2.7466908398251286,-192.81095762465145,-119.43055245581525,100.0375654308453,37706.12708712154,-39996.67761785583,-30118.4935902581,15993.803535398967,10542.840436926628,6070.925930759616,7.460427363852699,1.0448970147929066,6.333772361939331,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,"HU091MR U44 , HN091MR NK5",2019-03-05,Outdoor Air/Water,Regulated,1.0,R32,1.5,44.0,60.0,20,average,2585,5300,2.05,,,-2729.059837817193,3178.7191985338336,1867.096599089506,-1291.4249174948727,-829.583321564414,-210.29524279516656,-748.5902668190113,974.4176579028364,400.9970288489699,-411.6776341928445,-245.9919642124544,26.340102715270618,16436.869039440186,-17575.407044245945,-12964.120086414909,6755.871329352987,4744.202506283125,2696.4054879685204,0.9752044531984072,0.546402514182056,2.3398366798182217,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU091MR U44 / HN0916T NB1,2020-09-04,Outdoor Air/Water,Regulated,1.0,R32,1.5,43.0,61.0,30,average,2564,5000,1.95,,,-2014.8486644275745,2387.1615143520817,1340.3430907203274,-975.266146831448,-621.4999406695832,-126.30731446836342,-147.6140003320174,334.8875259691089,-74.92173778969575,-148.25554979900517,-80.91762121403154,115.43044445763525,-902.8713511376188,775.5094754472038,939.4679080747682,-758.421728158925,-20.99498645185663,-25.58416829165953,1.8150244728888043,0.5685886513055026,2.20713501265891,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU121 U33 / HN1616M NK5,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,2.3,44.0,66.0,5,average,4560,8800,1.93,,,888.0437463636607,-807.4818494081615,-852.171594972044,318.12288592390354,215.54579292879305,242.35897802080268,-393.7207344190537,518.0616150713707,208.0143165749685,-257.69165876310484,-113.07810318756366,36.30756302818214,21269.535701501864,-22397.813220521584,-17179.84375788061,8878.381071374635,5933.771806826748,3610.586616839625,2.52968105965008,1.5261669398942497,5.099048010772257,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU121MA U33 / HN1616 NK3,2020-01-07,Outdoor Air/Water,Regulated,1.0,R410a,2.5,44.0,63.0,60,average,3838,7600,1.98,,,973.4721893794236,-846.3900011848932,-975.059221127221,345.130473391122,220.050277762921,287.5651187680578,-494.4426558754846,639.2329262870454,273.10198403298574,-305.0123099477275,-145.7605060512573,30.258742154881027,15004.70848529053,-15732.389414708814,-12185.425576670536,6155.176894030206,4198.975209589164,2642.519166662481,3.1345075970375804,4.428838817011549,5.637281431797617,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU121MRB U30 / HN1600MB NK0,2020-07-06,Outdoor Air/Water,Regulated,1.0,R32,2.1,44.0,61.0,60,average,4636,10200,2.2,,,690.0712415398685,-587.3174325688974,-703.5138211667277,242.4009233798956,151.7066246910142,210.0558477789313,-270.6096437109494,400.6565576358613,95.90515224525184,-195.0540154884698,-89.21204766739503,56.75319511099396,16075.405081129831,-16917.26377123529,-12992.331954337882,6681.6808450149865,4490.418320589254,2750.475263289544,1.3096801584319508,1.134484087416045,3.691103911877982,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU141 U33 / HN1616M NK5,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,2.3,44.0,66.0,5,average,4560,8800,1.93,,,613.4142372642044,-507.3171189639529,-641.448278582856,198.21484583996272,136.0495610546223,204.1462563088524,-414.33296877724746,550.9864307072152,212.8807180464256,-266.9716755861921,-123.61087216156618,38.79979345630829,21733.61916089794,-22879.90335156868,-17562.339312027718,9082.209044143832,6056.2335768444345,3686.9883068730032,2.579424902487868,1.4780159855234345,4.894139331539844,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU141MA U33 / HN1616 NK3,2020-01-07,Outdoor Air/Water,Regulated,1.0,R410a,2.5,44.0,64.0,60,average,4040,8000,1.98,,,344.42927742306006,-183.3530951524632,-467.4996005253173,70.16255020646867,49.3851768754534,188.54245567367903,-704.1343403632221,858.5914010195321,444.2845977358098,-398.29840113076654,-201.2408666069037,-2.822097109685576,11328.718303197742,-11819.660270008915,-9265.792707900186,4576.793491853292,3173.0541260489454,2071.6312341821344,2.583862313474374,3.942445766926584,6.817516279192757,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU141MRB U30 / HN1600MB NK0,2020-07-06,Outdoor Air/Water,Regulated,1.0,R32,2.1,44.0,62.0,60,average,4815,10400,2.16,,,263.61297170879294,-140.67910121129273,-355.41921972947074,54.73467643439673,37.62514294678719,141.525463591337,-272.42081955038327,409.22948115112496,90.5472317433729,-198.2651249912115,-91.68206162706748,61.01961850825512,9966.11593848371,-10467.040235003138,-8079.693139854937,4020.475306413752,2824.3115631979545,1793.905888189846,0.3706531481021289,0.8702581446260725,3.092293113399564,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU161 U33 / HN1616M NK5,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,2.3,44.0,66.0,5,average,4560,8800,1.93,,,695.8929127721103,-601.5087946405066,-698.0084348334599,234.3480346230544,161.23173263858314,211.6904221681487,-71.54012402973454,206.9971742361274,-81.1913891179474,-117.82821567126706,-38.225780361449736,101.19944202024816,8779.167966717234,-9071.6468490092,-7297.925172144981,3444.145333515789,2465.0811103284937,1732.1999801585655,2.373213386756706,0.6428589237844982,4.612432766795724,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,"HU161HA U33, HN1610H NK3",2019-06-28,Outdoor Air/Water,Regulated,1.0,R410a,3.8,63.0,63.0,60,average,3902,9600,2.46,,,-58.97840321322549,261.6395306304346,-158.47759799376735,-98.3186394889675,-73.176397686879,127.11557516366732,-219.5822411523404,568.4114043059798,-182.47240795673457,-197.52931746757844,-164.16798712514867,193.2713239441144,9848.52426951666,-11127.811898114673,-7103.449303797306,4467.42964247045,2927.120996307987,1045.160742195471,3.925397547513653,4.9923986714850495,6.420073729965381,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU161MA U33 / HN1616 NK3,2020-01-07,Outdoor Air/Water,Regulated,1.0,R410a,2.5,44.0,65.0,60,average,4560,8800,1.93,,,-499.8256353144869,707.5307394707561,211.08079313454456,-297.60658204598883,-180.416621441642,56.63830022462216,-1132.547091161139,1300.5545178924428,799.7164683381558,-588.4013002771441,-311.8697236771196,-73.13745337014814,9063.869944070591,-9451.798307715831,-7416.93851558526,3630.058184241208,2548.304290218482,1679.8366340685463,2.74455488001468,3.5224164552919404,7.0020612114426655,,,,,,,,,,,,,,,,,,,,,
LG Electronics Inc.,HU161MRB U30 / HN1600MB NK0,2020-07-06,Outdoor Air/Water,Regulated,1.0,R32,2.1,44.0,63.0,60,average,4930,10600,2.15,,,772.745014613908,-689.2631204919036,-752.6399984080232,284.9875833123446,177.62444951215954,210.50179586610187,24.274557276687773,101.44304880112144,-154.0920788911926,-65.2237882082838,-14.848536375577282,108.2827227293792,9965.178847541309,-10528.070936079645,-8009.42471452652,4027.950455290092,2847.852859535854,1755.0175979290964,1.3846919360330223,0.8058412866089626,2.647855448973103,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,AquaMaster Inverter AQ17I,2021-01-26,Brine/Water,Regulated,2.0,R32,0.8,45.0,,12,average,1111,3510,3.16,,,-13.733358358909358,321.52955113601394,-13.733318589132368,-253.46402186754904,-27.43815397720059,-13.733256051021252,5.24176372712498,44.92592618023535,5.24177264086215,-79.01255429355007,18.214269736651328,5.241828506304827,74.5901223015053,-599.562342250029,74.59008168713125,242.81925087363737,144.00808747410463,74.5901666522707,33.57403795893768,3.6899592517651487,35.14427215523619,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,AquaMaster Inverter AQ22I,2021-01-26,Brine/Water,Regulated,2.0,R32,1.0,45.0,,12,average,1780,5270,2.96,,,-22.47202718533448,208.6425628682709,-22.15161094209988,-95.85626789958528,-46.73486487618044,-22.47202719358867,1.9886396132449733,165.73798016107324,1.988639971134816,-183.1854721686448,11.116226261837395,1.988639613244973,96.46151205893426,-571.9085787261333,97.16268234085749,102.05002172524958,191.66381975218084,97.13483236380212,48.08268069860535,6.092778164174083,46.851577560516304,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA22I,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.3,,50.0,19,average,1824,3720,2.04,,,198.19207420705064,-61.01447264268151,-312.2528620044737,23.12098501987573,16.16634130430861,136.89546969273843,-235.8905337849272,407.824172941596,20.98979351364097,-191.6675314619233,-94.1717850164152,91.34875570387386,17611.061314018203,-19139.46467738077,-13549.28056953961,7551.017680585145,5084.962610486247,2541.142673496502,2.977981860821844,3.941258648343952,3.093120756391544,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA22IS-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,2.3,48.0,55.0,18,average,1936,3930,2.03,,,-474.7475117716863,665.0321157117171,208.79787277895204,-282.15195073861776,-168.58417490857735,49.31255130770626,-795.7977321943946,982.7755160702532,487.9537800108069,-435.9451427225199,-239.4116487471532,-3.8272493956819793,18034.043151180584,-19526.30316219271,-13956.835347955786,7750.507368880421,5168.047130215176,2631.190616657845,7.323175966665454,3.8500212037611976,7.227586838384892,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA26I,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.7,,53.0,19,average,2631,5340,2.03,,,11.290005289382968,145.9703487810905,-173.05243365831342,-64.27984253416392,-36.42222945167681,116.65068298765074,-531.855175914598,718.7547321661822,260.4976829750756,-323.2334496282175,-173.01597750214253,45.84055645175272,23213.19682611817,-25150.30954349538,-17945.400517798353,9999.79229630931,6650.639699621655,3360.2624670830846,7.264193155285135,3.120861026950615,8.521802466877297,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA26IS-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,2.3,48.0,55.0,18,average,2887,5600,1.94,,,-966.790470841548,1180.9793570184502,609.1628984382626,-495.1973363243467,-301.8845946074308,-30.993602910093443,-983.5603171355732,1182.7898650743443,637.6898859737944,-516.8536381600612,-291.878469248543,-33.3609702092417,23923.56239270109,-25746.85738384833,-18693.712216203367,10287.104649854058,6787.917139881745,3571.9785644179256,8.530523953822751,4.913102628944258,6.861278275987577,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA37I,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,2.7,,58.0,19,average,4023,8930,2.22,,,524.1393607176952,-430.13479107803215,-545.5403059841699,192.0449381985744,104.24588109764686,157.9797068287463,15.46242476509299,156.84584107703031,-195.95518014148817,-78.98087952052697,-33.53076456304448,135.75582126440577,17383.28759246779,-18963.35649775252,-13302.528287154022,7514.421188869854,5024.4311339325095,2442.2736634198527,1.6346847754213498,2.101229793966615,4.347407143763187,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA37IS-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,4.5,48.0,62.0,19,average,4430,8860,2.0,,,205.9849815350245,-71.40709033368557,-315.35071697646794,18.3440162904611,22.56719077683424,141.1874277068775,-446.6325865607394,642.5412156435535,177.92606562125874,-291.776408981049,-153.61396850730304,68.98707762159817,14486.35808906621,-15783.243667520232,-11108.966127705886,6227.255909347151,4192.7607696731375,2068.6147422335275,4.352799914296268,2.5117177835476605,7.098382598264034,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA45I,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,3.0,,60.0,19,average,5881,12350,2.1,,,-273.3600147680776,416.7174823556743,88.49094642856589,-176.57657239099902,-105.80720061345616,49.31871144638684,-913.0668961407254,1114.059782988698,574.8775875076651,-495.75495718378255,-270.927550790066,-14.025102901991676,22166.36674071689,-24093.270796500725,-17052.21695965493,9569.42870736653,6375.017296040699,3158.1059571340334,2.5923852868962274,1.7972324936304391,1.8181025660982733,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA45IS-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,4.7,48.0,62.0,19,average,5076,10660,2.1,,,-302.4839608342584,445.9718968938254,116.14722623250135,-196.6013721489527,-110.57566064793096,46.524703612166,-770.6453048627693,960.0303154715822,466.414131397924,-421.5980905254237,-236.20570052607795,-2.0066066004313883,21048.95204569914,-22599.30750522185,-16512.5231605984,9042.044904601533,5952.178266020296,3183.385503312953,9.356332889127032,3.945286406692449,7.951514602103508,,,,,,,,,,,,,,,,,,,,,
Master Therm tepelna cerpadla ,BoxAir Inverter BA60I-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,6.9,,66.0,27,average,10181,20770,2.04,,,-493.80176121564375,673.783804987263,237.3318661288256,-288.97146911975057,-169.35883415910487,38.61058043777009,-616.6049621428257,804.5793334316547,332.450780489203,-361.3598099918223,-193.93305310999915,31.45026844362053,20442.61348245534,-22102.302676158382,-15863.734889061883,8784.469164031514,5846.319943320342,3005.63054307864,7.017555323264883,4.617927794447476,6.984312594887839,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SHWM100VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.7,41.0,59.0,15,average,4083,8900,2.18,,,145.58275668487354,-232.58658180582145,-18.51680836489872,76.83419331595192,68.32768075939704,-37.490366101299166,230.9052703115806,-316.40186647907854,-97.15722974691128,72.28329775104767,108.57314522148629,3.9464989630562,187.01781652670425,141.1238378900224,-528.437228587384,-354.9814459899493,82.65163828237853,481.0562282017369,18.518889150524803,3.538205115136817,11.0425721684235,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SHWM120VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.7,41.0,60.0,15,average,4953,10600,2.14,,,164.13436191271654,-218.7091540148216,-71.93580808355122,90.6011126739008,56.49956190717135,-18.76975315104965,290.5159379378689,-337.3175401191465,-191.4388629403173,97.51493205298036,106.6272091367068,36.22939414280291,-5.03342017903758,137.7826455952282,-143.80012210843867,-446.0626083824352,123.998139097421,342.27628616036145,22.5499847751565,3.796819390387043,12.514276149893275,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SHWM140VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.7,41.0,62.0,15,average,5767,12400,2.15,,,156.52981010771018,-217.4959019937893,-57.84284260194708,86.83252429959225,57.65967166103698,-23.861770857903693,310.1283774247545,-364.9372820532101,-198.84407810220893,112.08491916281996,112.32600555852002,31.50821089524944,56.643644597648375,-62.87895493344598,-35.52088339399022,-509.45585136079467,238.3955714620762,324.4916688389168,27.2582735149438,6.763379170014116,16.36043569749074,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SHWM60VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.4,41.0,55.0,15,average,2477,5300,2.14,,,-42.81591194163098,-63.39794920094712,162.22016843693925,13.757473537502769,21.70084167434014,-90.03344176970084,148.08449224485332,-277.31122101012875,21.228107255491125,52.13919663294135,100.44044654845416,-42.58521600928536,232.3660498307737,274.46979916686934,-768.0027960216131,-331.88625981733514,13.94587468802559,586.2745228973677,15.372205371006816,2.6956472384540127,12.96394483464212,,,,,,,,,,,,,,,,,,,,,
