Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,P_el_c_ref [W],P_th_c_ref [W],p1_P_th,p2_P_th,p3_P_th,p4_P_th,p5_P_th,p6_P_th,p1_P_el_h,p2_P_el_h,p3_P_el_h,p4_P_el_h,p5_P_el_h,p6_P_el_h,p1_COP,p2_COP,p3_COP,p4_COP,p5_COP,p6_COP,MAPE_P_el_h,MAPE_COP,MAPE_P_th,p1_Pdc,p2_Pdc,p3_Pdc,p4_Pdc,p5_Pdc,p6_Pdc,p1_P_el_c,p2_P_el_c,p3_P_el_c,p4_P_el_c,p5_P_el_c,p6_P_el_c,p1_EER,p2_EER,p3_EER,p4_EER,p5_EER,p6_EER,MAPE_P_el_cooling,MAPE_EER,MAPE_Pdc
Airwell Residential,WELLEA MONOBLOC 9KW,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.0,,67.0,9,average,3519,6580,1.87,,,-105.0879472111227,100.14036599594422,113.96346550978043,-42.63586716015493,-26.148683254196825,-39.6612448392787,-724.0096520261175,851.4256175887363,494.07702072428447,-386.970004409,-203.3080002396549,-34.75985702534433,29546.442768830795,-32172.93440583707,-22646.978007792903,12909.207347784428,8458.53017707366,4066.96617976598,0.3089762459888602,2.735186766552405,0.3580903367077912,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AIM06EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,1.3,,65.0,5,average,1824,3100,1.7,,,-1543.0502454766684,1816.445530230961,1051.3074223148776,-721.1217534162145,-483.42945342717474,-127.59638880122596,-673.9653151273731,897.861098966629,345.633122019888,-378.24052809727664,-228.18731745819653,33.12315942028981,8551.938073099658,-9270.90072627976,-6602.713461099894,3573.5525736409345,2495.7060621143714,1303.826572073283,0.5698345690267275,0.7639334457734631,1.9843882239324115,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AIM08EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,1.46,,69.0,5,average,2661,4870,1.83,,,-648.0072994464093,776.8650543053446,435.18592805237705,-317.2178906913937,-203.25520091845448,-46.17478732783401,-884.9491922687863,1019.1262232413794,626.2223535310169,-457.8214583345853,-246.00076613413668,-60.85009367132276,5282.428128549769,-5479.211768232961,-4348.432757929805,2032.207801616971,1505.0354231530594,1041.704388409065,2.7997105548831884,2.235894637409149,3.8889785472496494,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AIM11EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,2.5,,69.0,5,average,3772,6110,1.62,,,-4880.064193179544,5447.369126677454,3602.956014423223,-2214.0521623569184,-1422.1785425274584,-559.0332259521123,-2864.294448350463,3141.1809224817257,2179.309631260747,-1345.713267440564,-788.5072471777306,-336.20667845081164,-3206.791258192696,4291.1119222943735,1544.958171570393,-1809.3950688210368,-1098.8426439204834,264.1406069783898,8.288084873819564,3.741339370753017,6.385729953704167,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AIM14EMX3PH,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,3.1,,70.0,5,average,5329,8420,1.58,,,-2170.379070841905,2498.243044961064,1523.6442033608391,-1021.0055152759246,-649.6738677500239,-191.95984470653192,-1529.5260997714677,1729.3830515478917,1108.2262424375758,-763.0649690416557,-423.6393271508024,-129.098229405339,4013.17204598677,-4122.416292460289,-3358.459877624493,1477.7375694961129,1152.843491561549,864.1829303243037,6.071465521067475,2.8061482435767537,7.995645780277675,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AUAH + AEI1G50EMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,1.3,46.0,65.0,5,average,1720,3010,1.75,,,-944.8212133600308,1139.5934619095217,605.7437989884509,-471.51662803646775,-292.75242104100573,-41.29822854962261,-170.16417371165602,293.93463779678694,13.597608469135125,-152.79128658617444,-60.36984307500503,74.55783615740965,5289.716511047023,-5629.799930461586,-4205.810958801749,1969.4967273460145,1599.737519546851,1011.6623968801142,3.6013804247703423,1.5086091115216596,5.741620737021174,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AUBH + AEI1G65EMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,2.7,46.0,65.0,5,average,2503,3980,1.59,,,-1426.7826812828698,1757.6451182980632,881.1101655826199,-678.0090541169461,-475.7799631647997,-65.74705717792854,-832.3385578809132,1028.9485734290529,510.44468485159086,-446.8816811878669,-255.13451629638053,-9.49272912347217,3714.416256620064,-3534.63293571885,-3428.4484247737705,1285.5314356184122,979.6691280206088,1007.0417374445472,1.1791418431541087,1.5846558117278875,2.6556992673575244,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,3.38,46.0,69.0,5,average,4052,6280,1.55,,,-2374.892133999105,2712.728265894498,1694.8721064777594,-1107.1140359431176,-707.0138783378416,-230.42187025925463,-1157.6945246387174,1394.3482415044814,748.4890903812312,-602.274935937401,-347.624459362234,-41.36296985222264,6123.226540868635,-6406.342833316599,-4999.318889934113,2379.6135865247024,1761.351326419772,1179.283515833484,2.0665230903634804,0.44431164882932,3.0651784875131938,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AUCH + AEI1G80BEMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,2.99,46.0,69.0,5,average,3072,5100,1.66,,,945.6021970191056,-848.6580836798015,-913.4620116031292,364.1609838374843,212.41400873073013,244.69082006747465,-78.00934963261834,216.8865614055856,-78.95662745094151,-117.80526616687187,-42.63140760894331,99.86583366731284,4856.125885127369,-5084.484125312517,-3952.9599643322863,1854.0947581325247,1410.9075650880154,947.8559617724115,1.050371369321496,1.2409307804820926,4.018990963795121,,,,,,,,,,,,,,,,,,,,,
Argoclima ,AUDH + AEI1G140EMX3PH,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,4.4,46.0,70.0,5,average,5412,8280,1.53,,,619.9465936609024,-512.8541134443018,-640.7688652747887,224.34355031742464,125.33148023722477,187.5658614777889,-734.4372023920854,917.1853083934724,440.543824949114,-414.82809237405473,-220.0945968745684,7.795695220689965,3799.838462728165,-4460.520362889479,-2543.962813451472,1578.6184495510918,1255.7771213487408,399.9365467363026,7.911940998455005,2.528074148145161,4.9752212282249735,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 04X,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,2.29,,,118.99877020123938,0.8931815843087596,-223.17868212479428,7.899663398892732,-4.417859236921295,100.61277478409158,80.78968519239871,18.57332119578608,-173.77032501282204,-26.05747953812034,4.464017276790401,96.19543368960214,-129.61896390381423,-14.76818880082254,298.5157727910453,-457.6813641749901,194.03777758197504,120.82928446890747,4.8283681558573965,5.42891487829833,5.866593727446998,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 05X,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,1.88,15.0,59.0,13,average,2296,5190,2.26,,,-0.8090033867513571,68.0820364885453,-63.88419345993823,-30.76530730254399,-16.223333625968586,43.9203154120382,10.171770083685624,62.99520693678425,-84.7065129121807,-54.22764650833708,-2.425113513914126,68.14796273809822,-47.80477235168141,-91.18694146204058,216.1095460194878,-425.8155448574012,214.2885084087191,145.87184597345262,4.936732893197898,5.1926261785066,4.117446880518279,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 07,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.77,15.0,61.0,13,average,3037,6590,2.17,,,146.52178565792642,-47.57645056086504,-225.39323554112,20.24094547470965,11.737493963035629,95.4722044749208,110.99973746232352,-20.91131106848664,-190.25938242260125,-19.49166858478205,19.034545360911928,101.02703342099232,-175.9788503393631,-21.564263408131875,391.84053787634,-369.8276484367874,159.25741406576586,26.75245677363057,5.112805162682707,4.696087724264936,6.04622600910622,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 11,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.9,15.0,63.0,20,average,4424,10220,2.31,,,184.699811456116,-81.02513922162018,-264.3700442778253,35.36421824382269,19.89701414398332,106.5585550166588,142.60552867854227,-73.88485337907676,-192.5157740981183,4.651079368874367,31.50876338078923,88.36081794512177,66.74298954484432,83.85113516406257,-220.5464726104373,-536.4497047597226,187.72350023393847,428.97207465052014,9.489628993330689,8.15906088720293,6.6642287393393245,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 9,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.9,15.0,63.0,20,average,3582,8310,2.32,,,242.51607894735145,-100.7709217291459,-357.5504437082643,44.63339253466265,24.40169781094579,148.00903124249973,145.54912530715887,-54.67226813736298,-221.7851865543357,3.513603067339365,23.87671003649819,104.00416383568974,268.1136987612797,-336.0400496011579,-132.05998381998873,-477.847847824222,342.8434639843746,349.35727091648187,7.387221158553117,5.75047598253626,7.704552292709173,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP MONO BUILT-IN 04M-CRX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,1.88,0.0,57.0,13,average,1790,4100,2.29,,,-507.7400340670277,664.6208327678178,279.4493315299305,-271.8494165735325,-173.47686059751868,6.779449642328848,-657.0641074027648,808.4970788998086,407.8114894357782,-355.71858270054395,-198.095269724178,-8.87312713658498,16009.04352528573,-17278.035598816543,-12424.778422727815,6776.521271224097,4605.133665764814,2403.2807775815786,0.4241092270510528,2.9599543904096484,4.363179653714529,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP MONO BUILT-IN 05M-CRX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,1.88,0.0,59.0,13,average,2296,5190,2.26,,,-47.10834551528647,122.78745748368856,-32.62917345400816,-50.79930093113353,-31.572168024994088,39.393456977687855,-452.8788996715077,561.759233914047,277.08136295759925,-261.60566256191623,-130.65948901702055,3.965741770732189,15523.137311374512,-16668.14807812365,-12153.228452121357,6569.931923304026,4429.414197344547,2386.3240974522705,1.2728859784255215,3.01579077304418,2.6889148070363933,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP MONO BUILT-IN 07M-CR,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.77,0.0,61.0,13,average,3037,6590,2.17,,,19.68268633011983,100.10436484304418,-138.6104831527692,-39.10969926893431,-27.13883875258006,85.36036395407292,-135.74358119218763,257.24617840249505,-11.477728435623712,-131.60701872964273,-54.03494244663338,74.70245724126949,5533.073776548641,-6186.967741446133,-4041.173125532497,2219.056079029613,1732.7213174853482,782.0621291420738,1.3055230363795716,2.8862455258857103,6.051593962530041,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP MONO BUILT-IN 09M-CR,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.9,0.0,63.0,20,average,3582,8310,2.32,,,531.8692507199376,-376.7237042292881,-621.619831601498,164.8423998319562,92.5554021971285,211.6384476314587,-281.795609747944,446.9460062417394,66.20681217840047,-193.5950593783093,-110.24403189882592,70.5858307287477,29985.45474604141,-32172.894544392497,-23507.100573993943,12783.466297146148,8511.48503292556,4562.4059185425,2.8576688046328083,3.9014952383665378,7.407874143873942,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP MONO BUILT-IN 11M-CR,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.9,0.0,63.0,20,average,4424,10220,2.31,,,-65.81404940790385,209.1092242959384,-89.7743759239312,-87.41188260602925,-54.080053379858086,87.84083677232773,-729.9001061493378,913.7535938103244,434.45941655344745,-394.7864733415599,-227.1641752793448,-0.3616537653435444,31441.47748979037,-33914.72235341667,-24450.436570568258,13509.37756395343,8958.930514444379,4626.184873016321,1.651403718442279,2.963977067969395,5.780193718613371,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP SPLIT 04-RX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.3,36.0,56.0,11,average,1800,4230,2.35,,,93.99812636221311,23.09545929906485,-199.5198623313197,-2.9189506687517994,-9.22510511940163,95.211830192091,66.80086539321948,32.77161947055478,-162.010204489347,-31.933745436354755,0.8266350869863415,93.65641025464294,-158.30653686405856,38.47312933125348,291.5149783925678,-552.9892508869785,212.2920114470251,180.81374856643245,5.4582277444990615,3.437036199425367,6.039724244960337,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP SPLIT 05M-CRX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.3,36.0,58.0,11,average,2306,5350,2.32,,,-34.20278153834676,92.88696228469404,-26.22311710672661,-42.86091626857267,-21.65415143700679,32.21850576193137,-7.725225421789793,78.69373977808434,-66.86666310460646,-60.74971842344452,-6.437831403908899,62.95590309304362,-110.826496967265,-33.033060786894765,272.6327352975733,-531.732299688975,234.985468250618,179.99195132500233,4.268983188398669,3.778973831212463,4.818041370271007,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP SPLIT 07M-CR,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.08,36.0,60.0,11,average,3063,6800,2.22,,,143.0677686032461,-46.860499193979,-220.00760829203625,16.19594914454808,13.288434297933948,95.2969383611267,111.14437184029184,-18.5056637862738,-193.22694320287707,-20.799533087370808,18.525339289814724,103.24522405319276,-240.1612344652547,28.21121059924513,460.33380505410014,-470.0424691831078,181.0925978168937,51.63437962539997,5.000472775648715,2.2142058589935028,5.6635989748933,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP SPLIT 09M-CR,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,4.3,43.0,62.0,18,average,3578,8300,2.32,,,236.76507925343827,-97.4441469734261,-350.1364168845974,40.169507332987855,24.935032355563507,146.94122669164722,129.25770566216158,-44.26513033156607,-200.95287503224608,-2.408451909934638,21.87553911122959,96.94805938703112,423.19900984242,-254.11913555587856,-539.2520500883844,-518.7635278025429,325.4032592398572,577.3033413509091,7.145906234016439,5.185014661050396,8.268282098677,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP SPLIT 11M-CR,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,2.32,,,172.5593735933582,-72.6561546183268,-249.96840108968635,29.350821127763936,18.90956817944924,102.89087977318454,126.25625474897798,-40.48384204239181,-198.3186098402421,-5.476662244846237,21.458612256365,97.03555463255692,195.82371999424075,-99.89029397605964,-266.4731863662701,-540.321569339227,268.2820717992581,455.0099430013522,6.2307145652054166,5.006925822696278,7.223583249030155,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,ARIANEXT COMPACT 110 S,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,2.32,,,-358.46733251306915,522.9760450550838,139.35539165327864,-219.2890756430809,-134.01079067956348,47.813511930052165,-505.2230107270976,649.8264566803272,283.8988761664259,-292.2640079327282,-156.17916396267373,17.229881964408822,25791.681956276083,-27267.64273565901,-20689.923738197795,10851.21622587775,7206.227751641809,4246.815971325449,3.841088979192497,2.6079066717926724,5.912904079415538,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,ARIANEXT COMPACT 40 S,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.3,36.0,56.0,11,average,1800,4230,2.35,,,539.7241948054026,-452.6846313232271,-552.4029880800759,198.3885780425348,111.5052296093939,158.2979776876726,185.4093014591256,-88.51026302007298,-262.1978396578697,21.33313494105888,30.806435734866948,113.79409698458252,20470.00949396096,-21942.856126635124,-16069.175368307322,8632.446589147663,5839.169667054782,3184.519764109413,3.835783891804862,1.3642327911994214,5.175980588147112,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,ARIANEXT COMPACT 50 S,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.3,36.0,58.0,11,average,2306,5350,2.32,,,969.9774516883252,-968.2682785384212,-833.03821668645,406.2999079091201,247.571303843186,182.49463421360213,364.1285096343555,-310.77873778905024,-369.5320210807822,103.7321137072625,92.592790039332,121.5084516067248,19667.184748564752,-20967.03418191692,-15578.96910030824,8283.366398414211,5565.352015847286,3138.6432108391914,3.895850250685788,1.7409587691380075,4.990517041164631,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,ARIANEXT COMPACT 70 S,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.08,36.0,60.0,11,average,3063,6800,2.22,,,-465.2539647247503,606.6115780565036,257.45069451134447,-261.18030350444053,-152.25060600107838,12.626443324485226,-253.3653675034083,379.252262307113,85.86358928988626,-187.9937996560474,-82.90874134034651,57.70036863243807,7820.335286230572,-8538.200457805055,-5958.178421348392,3117.07811607824,2370.492778659134,1239.3866767498928,2.683162975196342,1.1251892066602578,5.574611633594396,,,,,,,,,,,,,,,,,,,,,
Ariston Thermo Group,ARIANEXT COMPACT 90 S,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,4.3,43.0,62.0,18,average,3578,8300,2.32,,,212.4944811384106,-29.76407903359092,-376.60658938329726,20.330954540604672,3.648810694080772,170.7948475216777,19.211647388335656,99.50766739276531,-142.574863815626,-56.94910981204485,-17.511493461675048,98.09288005482344,23932.16414665497,-25083.261044023784,-19440.278806610608,9941.54881507178,6644.818931648122,4133.363161603315,5.315362002535701,3.697977264978974,7.55520286018197,,,,,,,,,,,,,,,,,,,,,
BAXI Heating UK Limited,Assure Mono 12,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,2.8,,,9,average,5507,11290,2.05,,,564.4552281477679,-576.122193470406,-466.9650944525772,248.3933586712606,144.77682587121896,88.5754795563289,57.23813614549862,2.016858931764444,-110.44311142124742,-33.32879888807324,15.367883578026506,69.36544149303394,-1094.2559201976992,574.3444739002907,1544.5866411305433,-463.5925383917463,-58.6359080375953,-496.7931009171554,3.0078682889371846,4.916420584768744,1.9836322607620045,,,,,,,,,,,,,,,,,,,,,
BAXI Heating UK Limited,Assure Mono 16,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,2.8,,,9,average,6324,12900,2.04,,,-484.199489736837,531.7480750461494,381.9131608181685,-211.7123276899528,-141.23043071891252,-78.17993917735092,-181.8719865048373,304.4630496557475,30.304102303518327,-142.91230908864466,-70.20647296716,59.15447177260777,9286.335828175435,-10490.154560161567,-6690.731650713232,4041.709448897008,2825.8204982677075,1085.0199379642277,1.3683209323571217,3.269652529794069,0.4884646649215222,,,,,,,,,,,,,,,,,,,,,
BAXI Heating UK Limited,Assure Mono 5,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,2.0,,,9,average,2959,5830,1.97,,,-391.85977991569166,438.2008894719089,300.11071081655183,-174.5421550061605,-115.88989945091367,-57.42862771359206,-582.2065172041654,692.2956978095162,388.0454836523398,-322.91310318629525,-161.07134733940907,-17.07724331044762,4467.726389078757,-5509.004576759497,-2685.166970437199,1987.739925434856,1536.851899243909,237.1012123064664,1.844203790904834,3.395214824244463,1.2608088475056678,,,,,,,,,,,,,,,,,,,,,
BAXI Heating UK Limited,Assure Mono 9,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,2.0,,,9,average,3519,6580,1.87,,,-105.04512472738952,100.0950201598657,113.92916301932335,-42.61683055152034,-26.1371099358419,-39.65481976650726,-723.998865282687,851.414202104479,494.0683724419772,-386.9652120138772,-203.3050867735256,-34.75823321332521,29545.48019838224,-32171.912347146004,-22646.210109428765,12908.779911317646,8458.268612334978,4066.82306532409,0.3089762459888602,2.735186766552405,0.3580903367077912,,,,,,,,,,,,,,,,,,,,,
BRÖTJE,MONO AWHP 11 MR,2020-06-02,Outdoor Air/Water,Regulated,1.0,R410a,3.3,,60.0,15,average,4523,9000,1.99,,,508.7939039419068,-371.6990570234656,-587.0728993464774,170.7741754825049,88.77817068607524,192.57019090733337,-1072.007249423636,1203.78388299112,786.7103472344608,-549.1738888667998,-286.38143846892496,-88.18799352644037,10689.87689118736,-10817.299809441934,-9132.043244041648,4397.964400661638,2814.0994369717546,2104.650177777574,1.123820646002468,2.656558691863054,4.713503141349222,,,,,,,,,,,,,,,,,,,,,
BRÖTJE,MONO AWHP 11 TR,2020-06-02,Outdoor Air/Water,Regulated,1.0,R410a,3.3,,60.0,22,average,4523,9000,1.99,,,508.6595568815837,-371.5575608590258,-586.9644139869794,170.71455069624758,88.74215459547682,192.54954701063767,-1072.0429545029097,1203.8216547011662,786.738990051943,-549.1897405497467,-286.39108098620386,-88.19338301144003,10690.148549291653,-10817.58855897086,-9132.259606586727,4398.084837620621,2814.1734727092303,2104.6904982664923,1.1461022859311665,2.656558691863054,4.713503141349223,,,,,,,,,,,,,,,,,,,,,
BRÖTJE,MONO AWHP 6 MR,2020-06-02,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,58.0,15,average,2536,5300,2.09,,,1126.1541786480243,-1076.3384567670948,-1022.537625197872,437.7341085794732,280.6997052712897,260.1166828488268,-620.4718833827092,742.882087942682,405.47028595132446,-348.90994015457545,-171.75271379923348,-10.38178430659794,19287.96268663553,-20780.20912649672,-15026.382805886067,8208.743413330905,5514.111187792187,2904.055955764136,3.885236044150776,1.936182575280401,3.0040071560459305,,,,,,,,,,,,,,,,,,,,,
BRÖTJE,MONO AWHP 8 MR,2020-06-02,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,58.0,15,average,3827,7500,1.96,,,715.9618929004566,-663.0666577923895,-668.1351554611962,262.24681353453275,176.07738268854328,180.8331060609226,842.1173343399466,-683.5553408879816,-896.5924010404872,277.6606180768017,179.1561639868376,284.6749958715131,10448.51212846112,-11445.456525913922,-7956.972133529866,4306.307072066635,3130.1319609233565,1580.755118868954,3.1992993623742065,0.815783322344666,4.225871765404063,,,,,,,,,,,,,,,,,,,,,
BRÖTJE,MONO AWHP 8 TR,2020-06-02,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,58.0,22,average,3827,7500,1.96,,,716.1831354345468,-663.3015703471484,-668.3116606085507,262.34516202267486,176.1374553714499,180.865946176007,842.1326006202967,-683.571401572791,-896.6047485068059,277.6673770736978,179.16025589252834,284.67736070452736,10447.93890922151,-11444.849003854397,-7956.513567557018,4306.052411306282,3129.976741024024,1580.6693249726773,3.199299362374206,0.815783322344666,4.225871765404063,,,,,,,,,,,,,,,,,,,,,
Bosch Thermotechnik,Bosch CS7000iAW 13 IRB,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,3.3,56.0,37.0,35,average,3953,8500,2.15,,,-8984.649238957849,9863.224108357828,6810.96658525576,-4049.245677372664,-2556.9726750698496,-1129.0270689744632,-3274.5888340081297,3667.252353999209,2405.3761157754047,-1535.4540162379144,-936.4306546407246,-343.0711673378607,11382.994788122262,-12078.273368429642,-9086.990598257264,4568.833622615088,3288.9556061100293,1992.080492262282,4.349898370560436,0.7608850014266274,0.740380770300647,,,,,,,,,,,,,,,,,,,,,
Bosch Thermotechnik,Bosch CS7000iAW 17 IRB,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,4.0,49.0,36.0,35,average,4072,9000,2.21,,,-6438.199516310744,7122.094489224553,4824.647225885993,-2908.0686597787258,-1853.639693545344,-779.6416574432365,-1931.4921784780224,2252.289521575757,1323.2930043708843,-935.0988821215914,-578.383897268795,-140.93257738732885,8589.270992842381,-9067.220666886473,-6911.2205978471975,3352.624201869269,2500.6206513903903,1588.8891021123677,2.9772088720132386,1.4021017689048874,3.324815756022211,,,,,,,,,,,,,,,,,,,,,
